Machine learning,"Each time each type of sort button is clicked, changes from Ascending to Descending",,your search,Button to Reset to original ordering,Order by your notes,"Authors, year, editor", Button - use to order by YEAR,First author,Title,text, Link 1, Link 2,," dois, after using crossref button"
,,,Natural language processing,110,,"T Brants - CLIN, 2003 - clinjournal.org",2003,Brants,Natural Language Processing in Information Retrieval.,"Abstract Many Natural Language Processing (NLP) techniques have been used in 
Information Retrieval. The results are not encouraging. Simple methods (stopwording, porter-
style stemming, etc.) usually yield significant improvements, while higher-level processing  …",https://clinjournal.org/CLIN_proceedings/XIV/brants.pdf,https://clinjournal.org/CLIN_proceedings/XIV/brants.pdf,,
,,,Natural language processing,111,,"A Schmidt, M Wiegand - … natural language processing for social media, 2017 - aclweb.org",2017,"Schmidt,",A survey on hate speech detection using natural language processing,"This paper presents a survey on hate speech detection. Given the steadily growing body of 
social media content, the amount of online hate speech is also increasing. Due to the 
massive scale of the web, methods that automatically detect hate speech are required. Our …",https://www.aclweb.org/anthology/W17-1101.pdf,https://www.aclweb.org/anthology/W17-1101.pdf,,
,,,Natural language processing,112,,"R Mihalcea, H Liu, H Lieberman - … on Intelligent Text Processing and …, 2006 - Springer",2006,"Mihalcea,",NLP (natural language processing) for NLP (natural language programming),"Abstract Natural Language Processing holds great promise for making computer interfaces 
that are easier to use for people, since people will (hopefully) be able to talk to the computer 
in their own language, rather than learn a specialized language of computer commands. For …",http://web.eecs.umich.edu/~mihalcea/papers/mihalcea.cicling06a.ps,https://link.springer.com/chapter/10.1007/11671299_34,,
,,,Natural language processing,113,,"T Sun, A Gaut, S Tang, Y Huang, M ElSherief… - arXiv preprint arXiv …, 2019 - arxiv.org",2019,"Sun,",Mitigating gender bias in natural language processing: Literature review,"As Natural Language Processing (NLP) and Machine Learning (ML) tools rise in popularity, 
it becomes increasingly vital to recognize the role they play in shaping societal biases and 
stereotypes. Although NLP models have shown success in modeling various applications …",https://arxiv.org/pdf/1906.08976,https://arxiv.org/abs/1906.08976,,
,,,Natural language processing,114,,"W Daelemans, K De Smedt, G Gazdar - Computational linguistics, 1992 - dl.acm.org",1992,"Daelemans,",Inheritance in natural language processing,"In this introduction to the special issues, we begin by outlining a concrete example that 
indicates some of the motivations leading to the widespread use of inheritance networks in 
computational linguistics. This example allows us to illustrate some of the formal choices that …",https://www.aclweb.org/anthology/J92-2004.pdf,https://dl.acm.org/doi/abs/10.5555/142235.142243,,
,,,Natural language processing,115,,ET Mueller - 1998 - Citeseer,1998,Mueller,Natural language processing with Thought Treasure,"When the Dartmouth Summer Research Project on Artificial Intelligence was held in 1956, 
the creation of an intelligent computer seemed to be just around the corner. Since then, the 
number of researchers in the field has grown to over 10,000 and the number of pages in the …",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.35.9720&rep=rep1&type=pdf,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.35.9720&rep=rep1&type=pdf,,
,,,Natural language processing,116,,"F Tarallo, J Myhill - Language learning, 1983 - Wiley Online Library",1983,"Tarallo,",Interference and natural language processing in second language acquisition,"This paper reports the findings of a study of the acquisition of relative clauses in Chinese, 
Japanese, Persian, German, and Portuguese by first and second year students of these 
languages with English as their first language. Various structures were tested with the aim of …",,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-1770.1983.tb00986.x,,
,,,Natural language processing,117,,"T Brick, M Scheutz - Proceedings of the ACM/IEEE international …, 2007 - dl.acm.org",2007,"Brick,",Incremental natural language processing for HRI,"Robots that interact with humans face-to-face using natural language need to be responsive 
to the way humans use language in those situations. We propose a psychologically-inspired 
natural language processing system for robots which performs incremental semantic …",https://www.academia.edu/download/49548688/Incremental_natural_language_processing_20161012-17111-18tcahp.pdf,https://dl.acm.org/doi/abs/10.1145/1228716.1228752,,
,,,Natural language processing,118,,"N Madnani - XRDS: Crossroads, The ACM Magazine for Students, 2007 - dl.acm.org",2007,Madnani,Getting started on natural language processing with Python,"The intent of this article is to introduce readers to the area of natural language processing, 
commonly referred to as NLP. However, rather than just describing the salient concepts of 
NLP, this article uses the Python programming language to illustrate them as well. For …",https://datajobs.com/data-science-repo/NLP-[Nitin-Madnani].pdf,https://dl.acm.org/doi/pdf/10.1145/1315325.1315330,,
,,,Natural language processing,119,,"R Dror, G Baumer, S Shlomov, R Reichart - … of the 56th Annual Meeting of …, 2018 - aclweb.org",2018,"Dror,",The hitchhiker's guide to testing statistical significance in natural language processing,"Statistical significance testing is a standard statistical tool designed to ensure that 
experimental results are not coincidental. In this opinion/theoretical paper we discuss the 
role of statistical significance testing in Natural Language Processing (NLP) research. We …",https://www.aclweb.org/anthology/P18-1128.pdf,https://www.aclweb.org/anthology/P18-1128.pdf,,
,,,Natural language processing,120,,"S Meystre, PJ Haug - Journal of biomedical informatics, 2006 - Elsevier",2006,"Meystre,",Natural language processing to extract medical problems from electronic clinical documents: performance evaluation,"In this study, we evaluate the performance of a Natural Language Processing (NLP) 
application designed to extract medical problems from narrative text clinical documents. The 
documents come from a patient's electronic medical record and medical problems are …",https://www.sciencedirect.com/science/article/pii/S1532046405001140,https://www.sciencedirect.com/science/article/pii/S1532046405001140,,
,,,Natural language processing,121,,"D Litman - Proceedings of the AAAI Conference on Artificial …, 2016 - ojs.aaai.org",2016,Litman,Natural language processing for enhancing teaching and learning,"Advances in natural language processing (NLP) and educational technology, as well as the 
availability of unprecedented amounts of educationally-relevant text and speech data, have 
led to an increasing interest in using NLP to address the needs of teachers and students …",https://ojs.aaai.org/index.php/AAAI/article/view/9879/9738,https://ojs.aaai.org/index.php/AAAI/article/view/9879,,
,,,Natural language processing,122,,"A Korhonen, Y Krymolowski, T Briscoe - LREC, 2006 - researchgate.net",2006,"Korhonen,",A Large Subcategorization Lexicon for Natural Language Processing Applications.,"We introduce a large computational subcategorization lexicon which includes 
subcategorization frame (SCF) and frequency information for 6,397 English verbs. This 
extensive lexicon was acquired automatically from five corpora and the Web using the …",https://www.researchgate.net/profile/Ted_Briscoe/publication/228337863_A_large_subcategorization_lexicon_for_natural_language_processing_applications/links/09e4151370c8edafca000000.pdf,https://www.researchgate.net/profile/Ted_Briscoe/publication/228337863_A_large_subcategorization_lexicon_for_natural_language_processing_applications/links/09e4151370c8edafca000000.pdf,,
,,,Natural language processing,123,,"T Cohn, Y He, Y Liu - … Methods in Natural Language Processing  …, 2020 - aclweb.org",2020,"Cohn,",Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),"Like my colleague, Dan Jurafsky, General Chair of ACL-2020, the first ACL conference to be 
hit by the virus that has up-ended our world, I am sitting at my laptop, in the same chair I 
have sat in since March 2020, to welcome you to EMNLP-2020. It is also where I am likely to …",https://www.aclweb.org/anthology/2020.emnlp-main.0.pdf,https://www.aclweb.org/anthology/2020.emnlp-main.0.pdf,,
,,,Natural language processing,124,,"A Kilgarriff - … Conference on Natural Language Processing and …, 2003 - ieeexplore.ieee.org",2003,Kilgarriff,Thesauruses for natural language processing,"We argue that manual and automatic thesauruses are alternative resources for the same 
NLP tasks. This involves the radical step of interpreting manual thesauruses as 
classifications of words rather than word senses: the case for this is made. The range of …",http://kilgarriff.co.uk/Publications/2003-K-Beijing-thes4NLP.pdf,https://ieeexplore.ieee.org/abstract/document/1275859/,,
,,,Natural language processing,125,,"R Miikkulainen, J Elman - 1993 - books.google.com",1993,"Miikkulainen,","Subsymbolic natural language processing: An integrated model of scripts, lexicon, and memory","Risto Miikkulainen draws on recent connectionist work in language comprehension tocreate 
a model that can understand natural language. Using the DISCERN system as an example, 
hedescribes a general approach to building high-level cognitive models from distributed …",,https://books.google.com/books?hl=en&lr=&id=yqp319ljJ2MC&oi=fnd&pg=PR4&dq=Natural+language+processing&ots=hIoGNYODEY&sig=-jfo2YXvPblJgVfK9ZU_YtfIjqw,,
,,,Natural language processing,126,,"R Mihalcea, D Radev - 2011 - books.google.com",2011,"Mihalcea,",Graph-based natural language processing and information retrieval,"Graph theory and the fields of natural language processing and information retrieval are well-
studied disciplines. Traditionally, these areas have been perceived as distinct, with different 
algorithms, different applications and different potential end-users. However, recent …",http://repository.fue.edu.eg/xmlui/bitstream/handle/123456789/3484/7235.pdf?sequence=1,https://books.google.com/books?hl=en&lr=&id=kByP4X9c5AQC&oi=fnd&pg=PA1&dq=Natural+language+processing&ots=_EBj3g3h4L&sig=ueRuh4EF1qjj9xRIrqNirlmw1pM,,
,,,Natural language processing,127,,C Zelinsky-Wibbelt - 2011 - books.google.com,2011,Zelinsky-Wibbelt,The semantics of prepositions: From mental processing to natural language processing,"I wish to express my thanks to all authors who have contributed to this book. The majority of 
the papers in this volume were presented at a workshop on the semantics of prepositions 
held at the Institut ﬁir Angewandte Informationsforschung in February 1990. The range of the …",https://www.aclweb.org/anthology/J96-3013.pdf,https://books.google.com/books?hl=en&lr=&id=vG9cMeq7oAAC&oi=fnd&pg=PA1&dq=Natural+language+processing&ots=7WxXenPp1b&sig=M4_Xa-7pXsmJakI79Ao3LF2HWvs,,
,,,Natural language processing,128,,"L Marquez, JG Salgado - 2000 - Citeseer",2000,"Marquez,",Machine learning and natural language processing,"In this report, some collaborative work between the fields of Machine Learning (ML) and 
Natural Language Processing (NLP) is presented. The document is structured in two parts. 
The first part includes a superficial but comprehensive survey covering the state--of--the--art …",,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.31.3498,,
,,,Natural language processing,129,,"J Yi, T Nasukawa, R Bunescu… - Third IEEE international …, 2003 - ieeexplore.ieee.org",2003,"Yi,",Sentiment analyzer: Extracting sentiments about a given topic using natural language processing techniques,"We present sentiment analyzer (SA) that extracts sentiment (or opinion) about a subject from 
online text documents. Instead of classifying the sentiment of an entire document about a 
subject, SA detects all references to the given subject, and determines sentiment in each of …",http://suraj.lums.edu.pk/~cs631s05/Papers/sentiment_analysis.pdf,https://ieeexplore.ieee.org/abstract/document/1250949/,,
,,,Natural language processing,130,,"P Goyal, S Pandey, K Jain - New York: Apress, 2018 - Springer",2018,"Goyal,",Deep learning for natural language processing,"This book attempts to simplify and present the concepts of deep learning in a very 
comprehensive manner, with suitable, full-fledged examples of neural network architectures, 
such as Recurrent Neural Networks (RNNs) and Sequence to Sequence (seq2seq), for …",http://perso.ens-lyon.fr/jacques.jayez/Cours/LHPST/Deep_Learning_in_NLP_1.pdf,https://link.springer.com/content/pdf/10.1007/978-1-4842-3685-7.pdf,,
,,,Natural language processing,131,,"S Sun, C Luo, J Chen - Information fusion, 2017 - Elsevier",2017,"Sun,",A review of natural language processing techniques for opinion mining systems,"As the prevalence of social media on the Internet, opinion mining has become an essential 
approach to analyzing so many data. Various applications appear in a wide range of 
industrial domains. Meanwhile, opinions have diverse expressions which bring along …",https://www.researchgate.net/profile/Shiliang_Sun2/publication/309691845_A_Review_of_Natural_Language_Processing_Techniques_for_Opinion_Mining_Systems/links/5a628c3caca272a158199ea4/A-Review-of-Natural-Language-Processing-Techniques-for-Opinion-Mining-Systems.pdf,https://www.sciencedirect.com/science/article/pii/S1566253516301117,,
,,,Natural language processing,132,,"C Biemann - … Based Methods for Natural Language Processing, 2006 - aclweb.org",2006,Biemann,Chinese whispers-an efficient graph clustering algorithm and its application to natural language processing problems,"Abstract We introduce Chinese Whispers, a randomized graph-clustering algorithm, which is 
time-linear in the number of edges. After a detailed definition of the algorithm and a 
discussion of its strengths and weaknesses, the performance of Chinese Whispers is …",https://www.aclweb.org/anthology/W06-3812.pdf,https://www.aclweb.org/anthology/W06-3812.pdf,,
,,,Natural language processing,133,,"C Friedman, TC Rindflesch, M Corn - Journal of biomedical informatics, 2013 - Elsevier",2013,"Friedman,","Natural language processing: state of the art and prospects for significant progress, a workshop sponsored by the National Library of Medicine","Natural language processing (NLP) is crucial for advancing healthcare because it is needed 
to transform relevant information locked in text into structured data that can be used by 
computer processes aimed at improving patient care and advancing medicine. In light of the …",https://www.sciencedirect.com/science/article/pii/S1532046413000798,https://www.sciencedirect.com/science/article/pii/S1532046413000798,,
,,,Natural language processing,134,,"T Cai, AA Giannopoulos, S Yu, T Kelil, B Ripley… - Radiographics, 2016 - pubs.rsna.org",2016,"Cai,",Natural language processing technologies in radiology research and clinical applications,"The migration of imaging reports to electronic medical record systems holds great potential 
in terms of advancing radiology research and practice by leveraging the large volume of 
data continuously being updated, integrated, and shared. However, there are significant …",https://pubs.rsna.org/doi/pdf/10.1148/rg.2016150080,https://pubs.rsna.org/doi/abs/10.1148/rg.2016150080,,
,,,Natural language processing,135,,"B Manaris - Advances in Computers, 1998 - Elsevier",1998,Manaris,Natural language processing: A human-computer interaction perspective,"Natural language processing has been in existence for more than fifty years. During this 
time, it has significantly contributed to the field of human-computer interaction in terms of 
theoretical results and practical applications. As computers continue to become more …",,https://www.sciencedirect.com/science/article/pii/S0065245808606658,,
,,,Natural language processing,136,,"E Brill - Computational linguistics, 1995 - dl.acm.org",1995,Brill,Transformation-based error-driven learning and natural language processing: A case study in part-of-speech tagging,"Recently, there has been a rebirth of empiricism in the field of natural language processing. 
Manual encoding of linguistic information is being challenged by automated corpus-based 
learning as a method of providing a natural language processing system with linguistic …",https://www.aclweb.org/anthology/J95-4004.pdf,https://dl.acm.org/doi/abs/10.5555/218355.218367,,
,,,Natural language processing,137,,"E Roche, Y Schabes - 1997 - books.google.com",1997,"Roche,",Finite-state language processing,"… This book describes the fundamental properties of finite-state devices and illustrates their uses.
 Many of the contributors pioneered the use of finite-state automata for dif- ferent aspects of natural
language processing … paper) 1. Natural language processing (Computer science) … ",,https://books.google.com/books?hl=en&lr=&id=q4URKd5XKo0C&oi=fnd&pg=PR11&dq=Natural+language+processing&ots=7zsqXoxsn1&sig=FsHieX7gQ3aQE3BgRT-xlRCvOeo,,
,,,Natural language processing,138,,"KB Cohen, L Hunter - Artificial intelligence methods and tools for systems …, 2004 - Springer",2004,"Cohen,",Natural language processing and systems biology,"Natural language processing (NLP) is the processing, or treatment by computer, of natural 
language, ie, human languages, as opposed to programming languages. The two differ from 
 each other in a very fundamental way: the interpretation of a programming language is designed …",https://www.researchgate.net/profile/Arthur_Summers/publication/226588329_A_Data-Driven_Flexible_Machine_Learning_Strategy_for_the_Classification_of_Biomedical_Data/links/02bfe50ddcff90f69f000000.pdf#page=160,https://link.springer.com/content/pdf/10.1007/978-1-4020-5811-0_9.pdf,,
,,,Natural language processing,139,,"J Nivre - International conference on intelligent text processing …, 2015 - Springer",2015,Nivre,Towards a universal grammar for natural language processing,"Universal Dependencies is a recent initiative to develop cross-linguistically consistent 
treebank annotation for many languages, with the goal of facilitating multilingual parser 
development, cross-lingual learning, and parsing research from a language typology …",https://cl.lingfil.uu.se/~nivre/docs/nivre-cicling.pdf,https://link.springer.com/chapter/10.1007/978-3-319-18111-0_1,,
,,,Natural language processing,140,,"M Toneva, L Wehbe - arXiv preprint arXiv:1905.11833, 2019 - arxiv.org",1905,"Toneva,",Interpreting and improving natural-language processing (in machines) with natural language-processing (in the brain),"Neural networks models for NLP are typically implemented without the explicit encoding of 
language rules and yet they are able to break one performance record after another. This 
has generated a lot of research interest in interpreting the representations learned by these …",https://arxiv.org/pdf/1905.11833,https://arxiv.org/abs/1905.11833,,
,,,Natural language processing,141,,"M Piotrowski - Synthesis lectures on human language …, 2012 - morganclaypool.com",2012,Piotrowski,Natural language processing for historical texts,"More and more historical texts are becoming available in digital form. Digitization of paper 
documents is motivated by the aim of preserving cultural heritage and making it more 
accessible, both to laypeople and scholars. As digital images cannot be searched for text …",https://pdfs.semanticscholar.org/49f8/320a558588931a462297d8846fbacf40e6b8.pdf,https://www.morganclaypool.com/doi/abs/10.2200/S00436ED1V01Y201207HLT017,,
,,,Natural language processing,142,,"C Friedman, G Hripcsak, L Shagina… - Journal of the American …, 1999 - academic.oup.com",1999,"Friedman,",Representing information in patient reports using natural language processing and the extensible markup language,"Objective: To design a document model that provides reliable and efficient access to clinical 
information in patient reports for a broad range of clinical applications, and to implement an 
automated method using natural language processing that maps textual reports to a form …",https://academic.oup.com/jamia/article/6/1/76/738552,https://academic.oup.com/jamia/article-abstract/6/1/76/738552,,
,,,Natural language processing,143,,"S Novichkova, S Egorov, N Daraselia - Bioinformatics, 2003 - academic.oup.com",2003,"Novichkova,","MedScan, a natural language processing engine for MEDLINE abstracts","Motivation: The importance of extracting biomedical information from scientific publications 
is well recognized. A number of information extraction systems for the biomedical domain 
have been reported, but none of them have become widely used in practical applications …",https://academic.oup.com/bioinformatics/article-pdf/19/13/1699/602688/btg207.pdf,https://academic.oup.com/bioinformatics/article-abstract/19/13/1699/224832,,
,,,Natural language processing,144,,"A Rousseau - The Prague Bulletin of Mathematical Linguistics, 2013 - content.sciendo.com",2013,Rousseau,Xenc: An open-source tool for data selection in natural language processing,"In this paper we describe XenC, an open-source tool for data selection aimed at Natural 
Language Processing (NLP) in general and Statistical Machine Translation (SMT) or 
Automatic Speech Recognition (ASR) in particular. Usually, when building a SMT or ASR …",https://content.sciendo.com/downloadpdf/journals/pralin/100/1/article-p73.xml,https://content.sciendo.com/downloadpdf/journals/pralin/100/1/article-p73.xml,,
,,,Natural language processing,145,,"G Cascini, A Fantechi, E Spinicci - International Workshop on Document …, 2004 - Springer",2004,"Cascini,",Natural language processing of patents and technical documentation,"Abstract Natural Language Processing techniques for text-mining and information retrieval 
are finding application in the analysis of many kinds of documentation, from technical 
documentation to World Wide Web. Particularly, Functional Analysis techniques are based …",https://link.springer.com/content/pdf/10.1007/978-3-540-28640-0_48.pdf,https://link.springer.com/chapter/10.1007/978-3-540-28640-0_48,,
,,,Natural language processing,146,,"P Paroubek, S Chaudiron… - Traitement Automatique …, 2007 - hal.archives-ouvertes.fr",2007,"Paroubek,",Principles of evaluation in natural language processing,"In this special issue of TAL, we look at the fundamental principles underlying evaluation in 
natural language processing. We adopt a global point of view that goes beyond the horizon 
of a single evaluation campaign or a particular protocol. After a brief review of history and …",https://hal.archives-ouvertes.fr/docs/00/50/27/00/PDF/Intro_TAL_48_1.pdf,https://hal.archives-ouvertes.fr/hal-00502700/,,
,,,Natural language processing,147,,"Y Wang, S Liu, N Afzal, M Rastegar-Mojarad… - Journal of biomedical …, 2018 - Elsevier",2018,"Wang,",A comparison of word embeddings for the biomedical natural language processing,"Background Word embeddings have been prevalently used in biomedical Natural 
Language Processing (NLP) applications due to the ability of the vector representations 
being able to capture useful semantic properties and linguistic relationships between words …",https://www.sciencedirect.com/science/article/pii/S1532046418301825,https://www.sciencedirect.com/science/article/pii/S1532046418301825,,
,,,Natural language processing,148,,"T Vu, DQ Nguyen, DQ Nguyen, M Dras… - arXiv preprint arXiv …, 2018 - arxiv.org",2018,"Vu,",Vncorenlp: a Vietnamese natural language processing toolkit,"We present an easy-to-use and fast toolkit, namely VnCoreNLP---a Java NLP annotation 
pipeline for Vietnamese. Our VnCoreNLP supports key natural language processing (NLP) 
tasks including word segmentation, part-of-speech (POS) tagging, named entity recognition …",https://arxiv.org/pdf/1801.01331,https://arxiv.org/abs/1801.01331,,
,,,Natural language processing,149,,"K Shaalan - The International Journal on Information and …, 2010 - researchgate.net",2010,Shaalan,Rule-based approach in Arabic natural language processing,"The rule-based approach has successfully been used in developing many natural language 
processing systems. Systems that use rule-based transformations are based on a core of 
solid linguistic knowledge. The linguistic knowledge acquired for one natural language  …",https://www.researchgate.net/profile/Khaled_Shaalan/publication/206005947_Rule-based_Approach_in_Arabic_Natural_Language_Processing/links/0912f50abb985ec873000000.pdf,https://www.researchgate.net/profile/Khaled_Shaalan/publication/206005947_Rule-based_Approach_in_Arabic_Natural_Language_Processing/links/0912f50abb985ec873000000.pdf,,
,,,Natural language processing,150,,"P Jackson, I Moulinier - 2007 - books.google.com",2007,"Jackson,","Natural language processing for online applications: Text retrieval, extraction and categorization","This text covers the technologies of document retrieval, information extraction, and text 
categorization in a way which highlights commonalities in terms of both general principles 
and practical concerns. It assumes some mathematical background on the part of the reader …",,https://books.google.com/books?hl=en&lr=&id=WzJa1Wpv8UwC&oi=fnd&pg=PR9&dq=Natural+language+processing&ots=SJo5JDvCWr&sig=u-FWdQ9TrUQRPkE0i2qjtP-ot_s,,
,,,Natural language processing,151,,"JC Henderson, E Brill - arXiv preprint cs/0006003, 2000 - arxiv.org",2000,"Henderson,",Exploiting diversity in natural language processing: Combining parsers,"Three state-of-the-art statistical parsers are combined to produce more accurate parses, as 
well as new bounds on achievable Treebank parsing accuracy. Two general approaches 
are presented and two combination techniques are described for each approach. Both …",https://arxiv.org/pdf/cs/0006003,https://arxiv.org/abs/cs/0006003,,
,,,Natural language processing,152,,"K Lu, P Mardziel, F Wu, P Amancharla… - Logic, Language, and …, 2020 - Springer",2020,"Lu,",Gender bias in neural natural language processing,"We examine whether neural natural language processing (NLP) systems reflect historical 
biases in training data. We define a general benchmark to quantify gender bias in a variety 
of neural NLP tasks. Our empirical evaluation with state-of-the-art neural coreference …",https://arxiv.org/pdf/1807.11714,https://link.springer.com/chapter/10.1007/978-3-030-62077-6_14,,
,,,Natural language processing,153,,"MH Christiansen, N Chater - Cognitive science, 1999 - Wiley Online Library",1999,"Christiansen,",Connectionist natural language processing: The state of the art,"This Special Issue on Connectionist Models of Human Language Processing provides an 
opportunity for an appraisal both of specific connectionist models and of the status and utility 
of connectionist models of language in general. This introduction provides the background …",https://onlinelibrary.wiley.com/doi/pdf/10.1207/s15516709cog2304_2,https://onlinelibrary.wiley.com/doi/abs/10.1207/s15516709cog2304_2,,
,,,Natural language processing,154,,"R Miikkulainen, MG Dyer - Cognitive Science, 1991 - Wiley Online Library",1991,"Miikkulainen,",Natural language processing with modular PDP networks and distributed lexicon,"An approach to connectionist natural language processing is proposed, which is based on 
hierarchically organized modular parallel distributed processing (PDP) networks and a 
central lexicon of distributed input/output representations. The modules communicate using …",https://onlinelibrary.wiley.com/doi/pdf/10.1207/s15516709cog1503_2,https://onlinelibrary.wiley.com/doi/abs/10.1207/s15516709cog1503_2,,
,,,Natural language processing,155,,"J Pestian, H Nasrallah, P Matykiewicz… - Biomedical …, 2010 - journals.sagepub.com",2010,"Pestian,",Suicide note classification using natural language processing: A content analysis,"Suicide is the second leading cause of death among 25–34 year olds and the third leading 
cause of death among 15–25 year olds in the United States. In the Emergency Department, 
where suicidal patients often present, estimating the risk of repeated attempts is generally …",https://journals.sagepub.com/doi/pdf/10.4137/BII.S4706,https://journals.sagepub.com/doi/abs/10.4137/BII.S4706,,
,,,Natural language processing,156,,"MJ Atallah, CJ McDonough, V Raskin… - Proceedings of the 2000 …, 2001 - dl.acm.org",2000,"Atallah,",Natural language processing for information assurance and security: an overview and implementations,"This research paper explores a promising interface between natural language processing 
(NLP) and information assurance and security (IAS). More specificall~ it is devoted to 
possible applications to, and further dedicated development of, the accumulated …",http://www.nspw.org/2009/proceedings/2000/nspw2000-atallah.pdf,https://dl.acm.org/doi/pdf/10.1145/366173.366190,,
,,,Natural language processing,157,,A Budanitsky - 1999 - Citeseer,1999,Budanitsky,Lexical semantic relatedness and its application in natural language processing,"A great variety of Natural Language Processing tasks, from word sense disambiguation to 
text summarization to speech recognition, rely heavily on the ability to measure semantic 
relatedness or distance between words of a natural language. This report is a …",,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.34.1036,,
,,,Natural language processing,158,,"M Marcus - Proceedings of the National Academy of …, 1995 - National Acad Sciences",1995,Marcus,New trends in natural language processing: statistical natural language processing,"The field of natural language processing (NLP) has seen a dramatic shift in both research 
direction and methodology in the past several years. In the past, most work in computational 
linguistics tended to focus on purely symbolic methods. Recently, more and more work is …",https://www.pnas.org/content/pnas/92/22/10052.full.pdf,https://www.pnas.org/content/92/22/10052.short,,
,,,Natural language processing,159,,"CR Huang, KJ Chen, LL Chang, FY Chen - … Language Processing …, 1997 - aclweb.org",1997,"Huang,",Segmentation standard for Chinese natural language processing,"This paper proposes a segmentation standard for Chinese natural language processing. 
The standard is proposed to achieve linguistic felicity, computational feasibility, and data 
uniformity. Linguistic felicity is maintained by a definition of segmentation unit that is …",https://www.aclweb.org/anthology/O97-4003.pdf,https://www.aclweb.org/anthology/O97-4003.pdf,,
,,,Natural language processing,160,,"A Névéol, H Dalianis… - Journal of …, 2018 - jbiomedsem.biomedcentral.com",2018,"Névéol,",Clinical natural language processing in languages other than english: opportunities and challenges,"Natural language processing applied to clinical text or aimed at a clinical outcome has been 
thriving in recent years. This paper offers the first broad overview of clinical Natural 
Language Processing (NLP) for languages other than English. Recent studies are …",https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-018-0179-8,https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-018-0179-8,,
,,,Natural language processing,161,,"C Friedman, N Elhadad - Biomedical informatics, 2014 - Springer",2014,"Friedman,",Natural language processing in health care and biomedicine,"After reading this chapter, you should know the answers to these questions: Why is natural 
language processing important? What are the potential uses for natural language 
processing (NLP) in the biomedical and health domains? What forms of knowledge are used …",http://eprints.ukh.ac.id/id/eprint/277/1/2014_Book_BiomedicalInformatics.pdf#page=277,https://link.springer.com/chapter/10.1007/978-1-4471-4474-8_8,,
,,,Natural language processing,162,,"AE Thessen, H Cui… - Advances in …, 2012 - downloads.hindawi.com",2012,"Thessen,",Applications of natural language processing in biodiversity science,"Centuries of biological knowledge are contained in the massive body of scientific literature, 
written for human-readability but too big for any one person to consume. Large-scale mining 
of information from the literature is necessary if biology is to transform into a data-driven …",https://downloads.hindawi.com/archive/2012/391574.pdf,https://downloads.hindawi.com/archive/2012/391574.pdf,,
,,,Natural language processing,163,,"G Coppersmith, R Leary… - Biomedical informatics …, 2018 - journals.sagepub.com",2018,"Coppersmith,",Natural language processing of social media as screening for suicide risk,"Suicide is among the 10 most common causes of death, as assessed by the World Health 
Organization. For every death by suicide, an estimated 138 people's lives are meaningfully 
affected, and almost any other statistic around suicide deaths is equally alarming. The …",https://journals.sagepub.com/doi/pdf/10.1177/1178222618792860,https://journals.sagepub.com/doi/abs/10.1177/1178222618792860,,
,,,Natural language processing,164,,L Wanner - 1996 - books.google.com,1996,Wanner,Lexical functions in lexicography and natural language processing,"Lexical Functions in Lexicography and Natural Language Processing is entirely devoted to 
the topic of Lexical Functions, which have been introduced in the framework of the Meaning-
Text Theory (MTT) as a means for describing restricted lexical co-occurrence and …",https://textarchive.ru/c-1000854-pall.html,https://books.google.com/books?hl=en&lr=&id=2WlAAAAAQBAJ&oi=fnd&pg=PR1&dq=Natural+language+processing&ots=-9FbInRWpi&sig=T0Oq8bu8mqiE67j9TiPuJHBnFS4,,
,,,Natural language processing,165,,"H Sato - International Conference on Scientific and Statistical …, 1988 - Springer",1988,Sato,"A data model, knowledge base, and natural language processing for sharing a large statistical database","Most existing statistical databases are mere collections of statistical files gathered for 
specific purposes. Consequently, as they grow in size, users are faced with difficulties in 
identifying and finding the data they need. In order to obtain data descriptions independent …",,https://link.springer.com/chapter/10.1007/BFb0027515,,
,,,Natural language processing,166,,"M Mateas, A Stern - … of the 1st International Conference on …, 2003 - users.soe.ucsc.edu",2003,"Mateas,","Integrating plot, character and natural language processing in the interactive drama Façade","Façade is an artificial intelligence-based art/research experiment in electronic narrative–an 
attempt to move beyond traditional branching or hyper-linked narrative to create a fully-
realized, one-act interactive drama. We are completing a three year collaboration to …",https://users.soe.ucsc.edu/~michaelm/tenurereview/publications/mateas-tidse2003.pdf,https://users.soe.ucsc.edu/~michaelm/tenurereview/publications/mateas-tidse2003.pdf,,
,,,Natural language processing,167,,"AF Smeaton - The computer journal, 1992 - academic.oup.com",1992,Smeaton,Progress in the application of natural language processing to information retrieval tasks,"Techniques of automatic natural language processing have been under development since 
the earliest computing machines, and in recent years these techniques have proven to be 
robust, reliable and efficient enough to lead to commercial products in many areas. The …",https://academic.oup.com/comjnl/article-pdf/35/3/268/1406415/35-3-268.pdf,https://academic.oup.com/comjnl/article-abstract/35/3/268/525658,,
